attendance_percentage,academic_score,indiscipline_count,online_engagement_score,dropout
68.89,4.13,0.93,36.12,0
90.75,6.53,1.0,45.03,0
91.36,7.65,1.77,40.46,0
78.74,7.67,0.05,53.96,1
66.51,7.32,2.55,35.85,0
65.45,6.6,2.08,45.59,0
53.77,7.0,3.83,71.87,0
43.12,5.05,3.31,65.96,0
52.49,5.42,0.62,60.3,0
51.32,8.89,1.58,43.57,0
94.96,6.87,3.47,75.94,0
55.82,6.64,0.29,67.9,0
100.0,6.23,1.06,40.59,0
55.12,9.29,0.77,76.95,1
75.31,9.1,0.97,79.06,0
80.17,5.09,1.11,100.0,0
100.0,7.24,1.37,91.72,0
80.87,5.26,3.46,79.91,0
64.46,7.01,2.87,56.3,0
52.4,4.15,0.37,100.0,0
68.52,8.98,2.62,64.44,0
97.59,7.61,1.91,74.44,0
86.71,7.81,0.71,64.79,0
100.0,4.26,0.28,100.0,0
84.32,4.95,2.49,61.14,1
78.82,7.0,2.37,45.11,0
84.74,7.53,1.91,59.46,0
65.49,1.18,5.3,71.19,0
49.54,6.61,1.62,85.62,0
61.07,8.26,0.7,65.62,0
100.0,6.49,2.78,65.65,0
69.48,4.91,0.71,91.5,0
62.4,7.38,4.51,60.96,0
85.24,2.78,8.84,57.25,1
97.72,7.37,2.67,100.0,0
69.11,5.78,2.33,62.88,1
66.84,3.72,0.95,65.59,0
76.85,3.77,3.9,93.48,0
76.27,6.29,0.59,79.23,0
65.76,6.29,4.79,46.89,1
74.37,6.32,1.48,33.43,0
88.58,3.1,0.63,35.59,0
69.26,6.41,0.06,36.51,0
100.0,4.43,6.09,100.0,0
43.14,4.67,6.07,34.99,1
56.9,5.41,1.57,100.0,0
63.55,8.41,1.71,57.49,0
87.27,5.38,0.67,48.58,0
54.7,9.11,1.29,84.55,0
65.44,4.25,2.21,81.71,0
67.41,2.92,2.75,63.92,1
69.57,8.03,1.31,50.55,0
73.23,9.59,0.02,48.25,0
66.25,10.0,5.78,100.0,0
66.08,5.67,2.61,66.12,0
100.0,7.69,0.8,99.51,0
55.12,8.87,0.26,32.16,0
100.0,7.7,2.62,87.3,0
100.0,6.49,1.49,64.91,0
47.22,8.25,2.12,85.96,0
65.51,6.89,0.47,73.84,0
82.82,3.63,0.93,72.75,0
65.22,7.08,1.94,19.54,0
98.98,4.2,5.9,19.75,1
78.8,7.41,2.19,98.86,0
89.36,3.37,1.12,70.7,0
68.93,2.27,10.0,39.1,1
67.39,5.99,0.1,68.64,0
85.91,5.29,0.28,74.18,1
65.31,2.78,0.67,67.23,1
81.05,5.44,0.54,69.96,0
55.64,4.58,3.59,78.59,0
58.16,5.65,5.96,93.29,0
92.51,6.11,4.67,63.01,0
85.51,9.14,1.44,48.84,0
37.42,6.85,1.55,100.0,1
82.19,1.65,0.02,52.98,1
60.97,5.85,0.25,68.95,0
77.01,3.53,0.3,100.0,0
42.92,4.86,0.55,100.0,1
65.11,4.93,0.47,18.77,1
72.32,6.69,7.37,77.12,0
45.1,4.22,9.97,85.1,1
53.93,6.23,0.48,72.06,0
50.06,6.16,0.79,85.67,0
38.05,6.05,2.38,57.93,1
54.86,7.7,2.04,75.81,0
81.27,4.88,1.18,54.56,0
60.72,7.09,3.46,92.79,0
93.28,8.41,1.61,50.04,0
66.72,4.69,2.31,57.66,1
67.39,6.36,2.37,100.0,1
66.06,9.61,2.26,28.72,0
62.71,6.16,8.84,83.3,0
57.52,5.75,3.61,70.09,1
79.75,4.49,1.41,42.7,1
76.2,5.98,1.1,75.56,0
83.71,5.99,0.03,80.31,0
46.42,6.82,3.58,53.72,0
100.0,8.96,6.17,75.03,1
73.53,5.08,0.68,47.53,0
47.91,4.42,7.7,73.06,1
86.12,6.37,1.88,86.84,0
51.68,5.13,0.56,57.26,0
78.52,6.54,0.31,66.51,0
54.23,4.34,1.1,84.01,1
84.06,7.34,0.24,61.67,0
65.73,4.95,1.74,58.62,1
100.0,5.55,2.79,91.73,0
59.04,7.53,0.59,93.67,0
28.03,4.19,1.83,80.31,1
84.36,6.79,0.97,100.0,0
80.83,4.2,0.44,96.61,0
76.72,5.74,0.8,25.59,0
67.56,3.66,7.15,100.0,0
69.86,9.65,0.39,100.0,0
94.89,4.97,1.05,66.58,0
91.42,6.31,0.67,50.72,0
58.18,7.97,1.78,100.0,0
74.5,6.58,0.26,57.25,0
74.57,9.38,0.98,66.5,0
56.6,4.91,1.38,73.59,0
89.55,8.42,0.46,72.79,0
76.12,4.79,0.79,50.14,0
100.0,7.31,2.38,0.0,0
66.33,6.14,0.37,76.53,0
84.68,7.42,1.6,62.09,0
92.72,2.43,1.38,59.86,1
85.93,4.3,1.58,100.0,0
100.0,5.09,1.95,37.09,0
91.05,5.36,1.89,59.47,0
52.94,10.0,2.08,100.0,0
84.99,8.18,0.8,68.77,0
79.46,5.56,4.01,83.78,0
69.66,5.1,3.86,80.57,0
100.0,6.89,0.65,63.99,0
80.87,5.91,1.08,73.76,0
68.45,9.13,3.24,76.65,0
71.04,7.07,1.85,20.27,0
76.98,6.29,2.77,98.23,0
94.01,7.14,3.65,100.0,0
77.22,8.96,2.9,74.03,0
100.0,8.25,5.0,53.48,0
80.9,4.67,4.29,70.45,1
83.3,6.33,0.45,50.1,0
59.48,8.57,8.5,100.0,1
78.04,3.92,1.01,100.0,0
74.97,4.07,3.13,39.27,0
67.38,5.91,0.95,50.55,0
64.29,8.01,0.05,75.38,0
84.63,7.66,2.82,56.39,0
100.0,4.13,0.26,65.31,0
72.63,9.27,1.33,48.12,0
90.44,7.92,0.03,60.64,0
94.85,4.04,3.52,76.83,0
100.0,6.73,4.48,36.37,1
78.07,4.5,0.71,83.88,0
6.17,4.16,1.21,54.58,1
62.45,8.69,0.4,46.75,0
69.29,5.46,0.23,87.37,0
84.19,5.83,3.23,85.65,0
28.05,6.55,0.51,94.18,0
70.52,7.81,2.38,100.0,0
65.01,5.72,7.69,68.92,0
99.37,5.29,2.74,64.73,0
82.05,7.17,2.74,91.64,0
31.89,4.69,4.9,80.77,0
90.07,10.0,5.15,65.26,0
53.57,5.66,1.4,60.4,0
76.81,9.26,0.07,91.84,0
85.33,8.41,1.27,65.09,0
91.84,10.0,0.82,42.91,0
93.95,9.13,1.16,28.51,0
70.55,5.71,0.77,100.0,0
100.0,9.83,0.28,87.4,0
64.39,10.0,1.48,100.0,0
83.78,7.55,0.03,63.97,0
69.58,3.78,2.77,42.83,1
40.52,7.25,2.08,86.13,1
42.65,4.87,1.45,77.6,0
71.49,10.0,1.0,67.77,0
60.07,1.99,0.63,64.69,0
100.0,4.38,1.58,86.01,0
30.64,6.48,5.42,100.0,1
60.36,10.0,1.1,38.86,0
95.38,4.45,1.77,100.0,0
62.85,5.92,4.54,100.0,0
84.82,9.48,0.11,61.74,0
79.91,5.58,2.43,82.76,0
100.0,8.59,7.77,75.33,0
88.04,9.09,3.4,73.77,0
73.56,8.3,0.14,85.73,0
69.04,6.39,0.54,82.18,0
82.37,5.12,2.2,88.43,0
70.27,5.27,0.42,100.0,0
51.01,9.35,0.06,67.7,0
81.55,3.9,1.53,59.16,0
52.38,4.93,2.68,47.45,1
53.49,9.13,1.12,48.13,0
85.68,10.0,1.87,35.17,0
100.0,6.84,2.12,79.97,0
62.88,4.26,0.52,59.59,0
95.45,4.2,4.17,56.52,0
71.11,9.25,0.32,35.91,0
31.37,6.15,5.53,99.55,0
74.18,10.0,0.0,30.66,0
100.0,5.72,6.52,88.49,0
57.33,5.68,0.66,59.6,0
72.7,7.86,5.38,63.19,0
47.75,6.58,1.34,84.39,0
96.23,6.9,1.43,100.0,0
70.79,5.3,1.96,60.2,0
63.68,5.77,2.4,85.14,0
61.66,5.18,0.18,80.9,0
65.16,3.94,2.05,78.89,1
100.0,6.07,7.82,100.0,0
43.18,2.96,1.5,69.93,0
88.02,6.38,4.63,88.36,1
60.33,6.02,3.08,99.27,0
100.0,3.4,3.24,58.41,0
78.52,5.07,0.42,42.31,0
73.43,4.42,2.21,45.96,0
57.45,1.76,3.23,47.57,0
61.32,4.59,2.45,95.27,0
57.64,5.81,1.56,95.59,0
85.95,6.34,4.43,67.7,0
66.76,5.0,0.12,33.48,0
39.64,4.39,1.54,57.95,1
73.97,5.64,1.77,72.22,0
25.83,7.33,1.31,70.1,0
86.57,9.51,0.16,76.51,0
77.62,5.6,0.94,46.64,0
62.34,8.39,1.36,69.35,0
75.65,6.03,0.27,50.55,0
99.74,9.6,0.62,86.17,1
98.85,7.33,0.89,88.44,0
98.45,7.41,9.77,71.28,0
69.11,4.67,0.61,67.03,0
43.91,7.13,2.02,59.88,0
91.92,10.0,0.91,64.2,0
67.04,6.55,1.42,100.0,0
48.73,5.07,1.7,71.39,1
50.08,3.33,0.67,46.43,1
94.93,5.76,2.68,86.69,0
95.84,9.83,2.09,97.07,0
99.29,10.0,5.75,100.0,0
61.67,6.71,6.44,67.77,0
83.78,7.04,0.6,59.2,0
55.35,5.0,2.07,100.0,0
76.58,7.85,1.37,100.0,0
52.77,4.21,3.28,67.45,0
71.97,5.05,1.44,70.42,0
75.53,7.31,1.45,61.02,1
77.34,6.09,1.65,27.72,0
88.56,7.03,0.53,100.0,0
72.98,5.3,0.4,74.99,0
40.02,8.08,0.97,19.49,0
60.56,8.77,5.16,68.96,0
55.88,4.73,2.27,41.22,0
53.39,9.33,2.3,67.95,0
72.78,5.87,0.33,100.0,0
100.0,6.45,3.65,46.66,0
59.46,5.12,1.58,60.96,0
84.27,7.23,1.85,98.94,0
39.69,8.06,0.44,28.62,0
49.36,6.62,3.28,68.43,0
30.1,6.02,1.29,100.0,1
76.88,7.64,2.8,24.04,0
100.0,10.0,2.15,81.01,0
82.76,6.45,1.62,39.91,0
56.76,10.0,3.21,50.54,0
34.23,6.37,1.07,62.99,1
51.41,5.28,1.57,77.67,0
55.47,7.01,7.68,100.0,0
91.62,7.58,0.21,41.06,0
69.16,4.78,0.91,100.0,0
81.65,6.74,1.78,69.7,0
100.0,3.1,0.23,43.33,0
64.62,8.59,3.79,55.47,0
63.64,4.17,0.15,100.0,0
77.75,9.82,1.43,100.0,0
50.93,4.73,1.59,85.39,0
100.0,9.96,0.97,100.0,0
99.08,7.83,1.9,82.97,0
65.44,4.94,1.91,97.65,0
67.32,6.17,0.6,86.86,0
55.24,10.0,0.1,51.2,0
61.85,9.24,2.04,78.44,0
63.75,8.18,0.61,82.79,0
99.47,5.27,5.08,88.29,0
52.92,5.35,1.41,72.49,1
83.03,3.33,1.75,50.89,0
75.46,8.29,2.54,75.93,0
55.8,8.27,1.75,57.8,0
50.91,10.0,1.95,98.45,0
75.46,8.37,2.16,53.99,0
87.86,6.78,4.02,81.2,1
78.63,4.4,0.1,75.78,0
78.12,6.53,0.84,47.96,0
59.84,7.06,1.26,67.97,1
86.28,8.42,1.91,41.18,0
100.0,7.41,1.02,68.27,0
90.06,7.25,2.19,100.0,0
71.06,5.17,1.38,81.55,0
78.83,9.69,0.5,79.5,0
61.81,6.52,0.77,96.82,0
92.65,6.34,0.72,65.83,0
75.86,6.56,0.48,99.99,0
68.97,6.5,0.61,91.82,0
68.26,4.0,0.48,80.33,0
55.5,7.62,0.96,36.53,0
51.62,8.4,0.55,25.5,0
40.84,4.86,5.6,53.97,0
59.78,5.11,0.72,79.43,0
86.11,0.35,0.62,64.54,0
59.72,3.78,1.0,62.79,0
71.04,5.52,0.15,48.66,1
68.44,5.6,0.53,70.62,0
81.24,5.3,0.28,100.0,0
62.11,8.95,0.02,75.14,0
57.78,5.44,1.29,55.15,1
38.95,10.0,3.09,75.18,0
89.13,3.39,4.64,100.0,0
89.69,5.42,1.08,57.84,0
59.92,4.62,0.4,91.42,1
98.79,5.12,0.28,28.65,0
96.25,5.21,4.44,51.63,0
72.6,8.11,5.67,83.22,0
90.88,6.12,4.33,60.05,0
97.76,7.01,3.5,68.95,0
52.59,3.81,3.32,92.24,0
74.34,6.6,1.98,70.68,0
73.48,6.17,3.81,65.72,0
65.34,7.85,10.0,39.14,0
52.64,8.07,1.98,56.53,0
61.26,7.45,1.87,51.36,0
70.36,3.12,3.0,32.79,0
85.53,6.41,0.49,100.0,0
100.0,4.83,0.72,93.2,0
58.53,9.37,3.43,38.37,0
36.82,3.04,2.27,66.42,1
60.69,8.68,0.39,51.54,0
77.4,6.42,0.31,48.98,0
51.24,4.01,2.02,82.09,0
70.43,7.9,8.12,80.12,1
100.0,7.19,1.65,74.38,0
66.6,5.15,2.01,61.0,0
35.38,5.77,1.65,54.53,0
67.75,9.59,1.4,79.03,0
90.56,8.69,0.62,84.09,0
82.19,8.2,0.74,66.15,0
58.94,8.05,0.05,59.55,0
63.65,6.99,1.62,61.41,0
48.45,4.15,2.77,84.05,1
66.16,7.4,0.27,83.18,0
74.85,8.13,4.02,66.7,0
55.53,8.64,2.8,71.1,0
54.54,4.75,3.65,83.26,0
43.24,6.49,0.51,63.84,0
85.23,6.66,3.94,77.54,0
30.58,6.37,1.07,42.28,0
46.53,10.0,0.2,56.83,0
47.81,9.8,0.12,100.0,0
52.08,5.48,2.0,77.66,0
100.0,6.86,4.53,75.1,0
79.74,8.08,4.08,72.64,0
85.03,4.48,3.49,52.14,0
63.64,6.55,0.21,63.1,0
84.5,9.66,2.89,69.33,0
84.27,8.06,4.07,100.0,0
62.07,6.62,2.21,91.92,0
68.73,7.67,0.33,65.2,0
88.19,10.0,3.98,100.0,0
87.11,6.4,0.3,100.0,0
55.22,4.48,0.53,91.39,0
62.79,3.75,0.22,65.2,1
95.05,5.59,0.59,30.12,0
63.69,7.93,0.74,69.36,0
48.24,3.2,0.37,68.91,0
50.72,1.98,3.54,56.99,0
64.01,8.99,0.89,86.67,0
78.58,5.2,0.07,27.95,0
90.68,6.38,2.48,74.62,1
80.16,7.96,8.0,57.96,0
51.77,4.88,1.17,35.44,0
67.87,10.0,1.63,94.39,0
75.41,8.13,0.69,78.39,0
53.92,7.93,2.15,87.27,0
88.75,4.64,0.39,49.03,0
90.11,7.98,3.4,63.23,0
27.14,10.0,2.54,86.12,0
55.77,5.08,3.47,87.76,0
93.98,9.53,3.56,77.78,0
85.37,3.71,1.72,46.78,0
82.08,4.67,3.26,86.91,0
69.12,6.08,1.91,77.88,0
88.03,8.42,0.12,75.17,0
70.48,7.13,3.03,100.0,1
56.26,9.9,0.16,100.0,0
39.56,5.45,0.86,88.31,0
51.33,7.04,0.32,100.0,0
69.21,6.1,0.97,72.24,0
58.73,5.72,1.28,38.1,0
73.79,6.57,3.8,67.33,1
94.6,8.87,0.03,60.85,0
61.33,8.84,2.76,18.32,0
64.37,7.33,0.16,94.05,0
66.71,3.08,0.48,70.61,0
88.12,6.63,0.31,100.0,0
30.66,6.34,0.74,100.0,0
83.1,9.42,0.63,83.91,1
100.0,4.96,0.48,74.85,0
94.43,5.49,0.95,78.62,0
73.72,7.86,9.82,100.0,1
91.86,7.92,0.34,27.1,0
100.0,6.0,0.71,83.16,1
91.99,8.09,2.52,65.88,0
71.65,6.73,0.02,84.69,0
100.0,6.26,2.21,83.78,0
59.51,4.74,3.41,69.48,1
64.42,8.35,0.1,91.69,0
63.28,6.14,2.03,81.97,0
56.85,5.03,3.39,32.68,0
82.07,3.92,0.33,66.7,0
100.0,7.07,0.79,66.09,0
57.82,7.11,1.95,93.19,0
100.0,8.89,0.49,60.69,0
36.73,9.23,0.7,44.31,0
87.89,4.57,0.26,84.84,0
64.01,5.07,0.56,87.59,1
86.98,3.65,8.42,3.32,1
73.16,7.53,0.75,50.15,0
76.69,4.04,2.73,74.89,0
78.78,5.36,3.79,100.0,1
50.55,7.56,1.5,52.2,0
46.2,7.25,1.11,85.68,0
61.28,7.05,0.05,32.49,0
74.69,10.0,3.18,100.0,0
87.78,3.5,0.45,72.45,0
85.78,6.8,0.17,58.45,0
92.46,6.53,2.93,69.57,0
47.14,5.31,0.51,37.69,0
45.97,4.34,1.24,41.61,0
68.0,7.71,0.4,52.79,1
61.81,5.45,7.99,83.81,0
75.17,9.18,0.16,82.98,0
66.71,9.9,2.8,67.03,0
98.96,3.56,0.02,89.06,0
84.72,4.99,2.58,43.07,0
54.33,7.6,2.17,9.27,0
75.24,7.83,1.65,73.68,0
95.99,5.39,3.87,54.4,0
79.82,5.74,0.23,64.19,0
68.09,5.35,1.03,65.87,1
84.52,3.91,1.54,57.68,0
88.82,4.35,0.76,48.31,0
100.0,4.19,2.71,29.87,0
83.0,6.01,2.91,83.37,0
61.76,5.94,1.57,30.77,1
65.17,9.42,1.29,89.12,0
79.69,7.0,0.98,91.2,0
61.89,7.78,2.62,80.65,0
80.55,9.48,0.12,48.66,0
75.09,6.55,2.48,100.0,0
100.0,5.79,3.2,51.11,0
73.79,6.16,1.33,45.22,0
93.05,3.96,3.45,85.81,0
70.33,5.48,0.07,7.58,0
72.31,2.7,0.82,83.69,0
76.45,6.63,2.44,61.02,0
63.5,7.85,0.88,61.58,0
67.9,3.18,0.33,99.16,0
61.25,8.0,2.35,63.1,0
56.73,2.98,4.68,75.04,1
90.44,7.85,1.15,89.02,0
100.0,7.1,0.16,35.67,0
60.41,4.19,1.97,65.47,0
100.0,3.63,4.89,75.77,0
71.24,8.09,2.01,26.85,0
98.45,5.35,2.01,43.58,0
53.26,7.65,2.78,100.0,0
84.28,6.18,0.67,96.64,0
31.81,8.4,6.52,100.0,0
67.2,8.71,1.81,36.82,0
100.0,10.0,0.42,81.29,0
92.08,6.42,1.71,73.57,0
56.6,2.56,1.09,92.74,0
100.0,3.48,0.16,97.63,0
78.22,8.24,5.28,69.16,0
65.5,7.64,3.96,100.0,0
59.88,8.63,3.27,25.43,0
100.0,3.94,1.89,67.32,0
71.87,8.18,6.47,95.28,0
76.98,8.28,2.28,76.18,0
86.23,4.98,0.05,50.31,0
74.63,5.51,0.63,60.57,0
75.53,6.28,1.64,86.96,0
90.71,5.45,2.17,67.57,0
56.58,8.5,8.12,44.58,0
73.96,3.82,1.37,89.23,0
69.07,6.62,1.02,56.57,1
76.37,7.11,0.31,99.85,0
87.54,7.7,3.81,85.34,0
76.97,7.69,3.71,56.29,0
61.05,10.0,0.48,50.91,0
47.65,3.01,0.77,49.6,0
91.69,6.1,0.51,49.35,0
83.85,6.14,1.12,91.68,0
71.48,7.51,0.09,44.18,0
44.41,8.9,1.98,82.16,0
65.84,5.24,0.37,49.7,1
65.96,4.37,0.15,79.85,0
86.29,10.0,6.09,0.0,0
77.2,4.67,0.76,33.79,0
59.25,7.99,1.96,95.78,0
69.88,8.76,0.49,97.76,0
70.16,4.85,0.83,100.0,0
40.95,4.82,1.15,66.1,1
73.58,8.37,0.55,100.0,0
70.0,4.28,0.34,76.09,0
77.96,5.1,0.25,89.59,0
82.98,5.53,0.74,65.97,0
86.2,5.94,0.11,76.1,0
58.82,5.68,0.81,94.25,0
96.83,8.69,4.29,43.78,0
78.88,6.24,1.53,95.07,0
59.75,7.16,0.61,99.62,0
95.47,6.54,0.09,86.88,0
86.42,7.73,0.28,74.64,0
100.0,8.04,6.04,42.4,0
68.24,9.15,0.2,62.22,0
100.0,6.48,1.59,76.03,0
63.83,3.72,0.93,70.27,1
80.32,10.0,4.18,31.71,0
81.97,6.17,0.58,69.36,0
74.91,5.4,0.48,9.49,0
100.0,7.77,2.25,44.58,0
73.42,8.47,0.44,48.68,0
100.0,7.09,1.01,71.34,0
88.27,6.67,4.8,20.03,0
74.61,10.0,3.46,56.57,0
67.53,3.36,6.63,82.7,0
87.87,9.65,0.31,28.28,0
57.38,4.98,1.96,59.59,0
73.56,9.25,0.32,28.69,0
72.56,7.31,0.1,56.02,0
93.36,2.62,1.53,100.0,0
73.14,4.5,1.73,52.16,1
82.29,4.75,3.5,74.79,0
65.86,4.51,1.55,100.0,0
25.36,7.76,0.44,90.19,0
51.52,9.65,1.51,58.74,0
40.88,5.93,0.1,88.95,0
90.72,5.61,1.41,68.67,0
100.0,1.62,3.27,89.55,1
75.45,6.25,4.02,97.93,0
91.76,8.44,6.69,76.38,0
81.73,3.4,2.47,55.67,0
83.8,7.13,4.88,32.95,0
100.0,4.25,0.89,68.85,0
74.41,5.54,0.46,26.57,0
75.45,6.97,2.08,64.76,0
60.92,3.35,2.07,61.15,0
77.97,6.28,0.76,84.65,1
100.0,5.17,2.09,89.58,0
100.0,6.85,2.02,61.51,0
68.31,4.87,0.25,38.56,0
69.25,8.44,1.43,71.2,0
66.38,6.49,7.17,67.51,0
83.4,4.83,0.43,89.67,0
89.52,4.35,0.43,57.78,0
94.44,3.77,0.21,18.09,0
72.31,6.3,1.47,13.53,0
89.37,5.89,0.04,51.63,0
40.61,5.09,0.2,61.37,0
83.01,5.29,0.68,65.42,0
100.0,10.0,0.93,47.19,0
51.09,5.58,1.32,63.4,1
54.55,4.33,0.99,88.25,0
91.3,5.76,4.99,75.56,0
68.51,6.65,2.46,91.17,0
52.44,7.4,5.86,53.72,0
69.05,10.0,2.67,92.93,0
86.52,6.61,1.98,82.2,0
57.55,5.39,0.39,46.2,0
18.59,5.3,1.05,80.75,0
94.03,6.34,0.76,27.21,0
64.37,7.51,1.97,70.6,0
94.21,5.44,0.87,92.67,0
61.37,8.61,1.45,47.25,0
100.0,9.05,1.36,67.81,0
57.34,8.75,1.01,88.06,0
54.21,6.58,0.66,57.03,0
89.02,4.9,5.22,65.63,0
56.26,6.63,1.2,40.11,0
23.58,1.82,0.18,67.83,1
64.35,8.39,0.01,74.36,0
75.52,5.56,0.2,56.58,0
68.15,1.9,0.37,29.61,1
77.1,7.9,2.07,60.76,0
56.44,7.69,1.69,65.25,0
73.79,7.88,1.08,83.15,0
66.95,6.33,1.18,62.29,0
72.64,5.42,0.36,57.1,0
63.0,7.09,0.19,48.43,0
100.0,7.87,0.89,29.93,0
36.38,8.28,1.75,100.0,1
100.0,5.99,0.76,61.94,0
60.41,7.07,4.01,82.86,0
72.33,9.74,2.67,98.17,0
77.26,4.64,2.11,67.6,0
96.14,7.11,2.68,96.01,0
29.65,7.16,2.29,100.0,1
100.0,2.47,3.66,58.62,0
88.36,5.27,4.7,99.66,0
77.67,5.47,2.48,90.48,0
68.41,5.2,0.05,86.74,0
83.42,6.35,1.97,100.0,0
91.84,3.98,0.99,86.36,0
71.0,8.28,2.48,100.0,0
49.26,8.06,1.14,96.06,1
100.0,5.53,0.38,70.74,0
73.12,5.92,2.18,60.96,0
24.78,5.87,4.55,72.89,0
48.95,2.95,0.87,100.0,1
100.0,5.24,4.96,75.64,0
48.26,6.77,0.26,39.08,0
82.64,10.0,0.07,37.59,0
100.0,9.02,0.39,67.94,0
96.4,5.48,0.23,30.29,0
67.74,7.43,0.22,41.55,0
46.42,5.75,0.9,59.84,0
100.0,4.41,3.33,93.86,0
62.24,7.67,2.4,82.03,0
76.49,3.48,2.1,100.0,0
87.51,6.57,1.39,90.95,0
61.67,5.95,0.18,41.59,1
37.38,6.8,2.55,100.0,0
84.81,4.58,0.99,90.34,0
43.44,9.09,0.2,100.0,0
98.64,5.69,0.06,92.66,0
93.58,6.08,0.44,83.38,0
70.36,5.7,2.87,0.0,1
84.19,6.92,0.48,82.5,1
76.13,10.0,1.5,88.25,0
43.37,3.83,2.23,65.28,0
100.0,7.87,2.16,53.5,0
84.83,4.56,4.88,45.01,1
76.73,5.78,1.9,84.38,0
100.0,3.71,1.37,56.73,0
82.69,8.77,1.86,100.0,0
87.45,10.0,0.24,42.34,0
77.44,7.1,0.02,63.56,0
77.66,9.97,3.27,44.64,0
38.72,10.0,0.39,51.68,1
97.7,8.73,1.7,100.0,0
60.18,5.68,1.21,27.67,0
88.79,5.6,0.39,100.0,0
95.0,7.03,4.04,91.68,0
72.49,9.14,0.48,76.21,0
100.0,4.3,1.3,49.52,0
90.3,8.12,0.37,74.87,0
67.6,4.47,4.08,68.27,0
58.06,4.96,0.55,100.0,0
80.33,8.23,1.82,65.41,0
100.0,10.0,0.51,59.38,0
83.5,6.46,0.81,58.09,1
87.25,7.68,0.2,57.21,1
100.0,6.21,0.49,77.69,0
100.0,8.21,1.65,12.93,0
100.0,7.23,1.52,100.0,0
93.03,7.16,3.3,94.69,0
98.26,10.0,1.95,56.77,0
82.18,6.65,6.16,51.62,1
59.29,4.73,0.5,97.9,0
83.03,9.27,0.6,83.06,0
75.31,6.45,0.09,66.45,0
86.15,8.46,0.33,51.43,0
95.12,4.63,0.55,67.15,0
100.0,5.13,1.45,83.27,0
90.17,5.07,4.44,16.12,0
51.97,8.39,0.11,65.5,0
81.68,5.19,0.13,59.9,0
78.02,9.71,0.73,62.26,0
100.0,4.74,1.98,98.67,0
38.37,3.8,0.25,87.67,1
80.15,8.6,1.3,69.02,0
73.28,4.75,10.0,79.54,1
79.2,7.49,0.21,55.79,0
88.21,4.53,1.58,81.74,0
57.58,6.17,2.4,46.0,0
83.11,7.58,0.94,69.25,0
100.0,7.4,0.95,80.38,0
94.37,4.94,5.44,47.34,0
62.47,5.32,4.39,69.02,0
53.9,6.92,0.38,72.08,0
86.48,2.02,7.55,100.0,0
80.68,5.74,3.72,46.61,0
69.88,7.5,3.42,76.76,0
65.36,5.38,1.23,24.97,1
88.16,10.0,2.34,88.89,0
79.97,10.0,2.34,48.08,0
69.51,3.3,1.35,100.0,1
63.47,9.84,0.42,75.91,0
63.25,3.85,1.8,98.86,1
86.98,4.04,0.21,100.0,0
98.16,5.73,0.32,88.04,0
90.83,7.59,0.46,87.5,0
71.56,5.65,1.02,62.78,0
54.05,9.72,0.14,22.36,0
67.54,10.0,2.79,42.92,0
65.54,3.94,5.26,61.08,0
36.92,9.53,0.17,50.29,0
21.58,10.0,0.14,46.08,1
100.0,9.5,0.03,61.5,0
100.0,7.4,2.7,61.13,0
64.8,7.79,1.24,36.19,0
100.0,4.17,0.85,82.24,0
78.95,7.85,4.07,44.66,0
80.4,5.37,1.05,86.74,0
81.73,7.53,5.24,21.56,1
100.0,5.41,0.93,100.0,0
36.86,6.78,2.06,75.61,0
53.12,10.0,3.14,60.5,0
56.51,3.6,0.16,55.37,0
64.72,4.37,0.13,100.0,0
63.56,8.2,0.29,63.07,0
45.75,6.36,3.26,100.0,1
86.14,3.46,2.52,72.23,0
78.0,4.17,0.86,52.45,0
91.89,9.2,4.51,100.0,0
71.49,6.37,0.52,51.58,0
81.55,3.52,4.26,82.71,0
37.91,3.89,0.87,71.77,1
85.61,4.35,4.27,48.54,0
53.69,7.83,2.2,79.52,0
36.75,9.15,0.84,82.18,0
73.55,4.28,0.77,42.33,0
45.33,6.29,2.16,100.0,0
95.7,8.97,1.42,61.24,0
63.67,5.08,0.13,47.85,0
85.98,8.41,1.2,54.31,0
72.61,6.8,1.68,72.76,0
91.58,7.61,1.79,71.07,0
75.03,7.77,1.86,100.0,0
88.92,8.47,2.5,68.24,0
100.0,7.19,2.79,65.53,0
89.94,8.33,2.9,72.66,0
88.91,6.75,4.78,76.61,0
51.62,4.89,1.44,32.12,1
99.17,10.0,1.14,96.92,0
90.33,10.0,0.4,74.95,0
47.48,5.87,0.18,48.5,1
53.71,7.77,1.42,80.71,0
85.39,6.32,0.77,35.74,0
89.25,6.94,1.21,100.0,0
46.38,7.87,0.95,97.27,0
50.56,7.65,0.58,100.0,0
88.01,5.98,0.29,93.99,0
77.42,6.96,0.72,40.08,1
79.15,5.61,2.62,74.62,0
96.2,4.8,0.84,69.67,0
59.23,7.86,0.31,66.01,0
100.0,4.88,1.12,100.0,0
39.4,4.16,0.38,10.67,0
31.31,3.7,0.28,78.91,0
100.0,7.69,1.03,85.76,0
71.26,7.33,1.61,42.13,0
94.95,3.4,7.12,100.0,0
76.71,8.29,0.37,73.64,0
63.44,5.8,1.82,73.98,0
57.05,6.76,1.7,74.02,1
62.25,8.22,1.99,100.0,0
89.92,8.23,0.68,82.45,0
71.38,7.24,1.15,62.04,0
